,date,incident_id,state,n_killed,n_injured,total
142249,2016-08-21,635818,California,2,1,3
63764,2015-04-02,316860,South Carolina,0,3,3
178449,2017-03-27,804824,Indiana,3,0,3
7060,2014-02-22,213878,Maryland,3,0,3
11058,2014-03-29,120072,North Carolina,0,3,3
178627,2017-03-28,806558,Nebraska,1,2,3
92324,2015-09-29,422481,Missouri,0,3,3
178496,2017-03-27,804906,Wisconsin,0,3,3
178510,2017-03-27,804964,Tennessee,0,3,3
63685,2015-04-02,317082,California,0,3,3
178545,2017-03-27,805412,North Carolina,1,2,3
142159,2016-08-21,635961,Virginia,0,3,3
178554,2017-03-27,805883,California,0,3,3
178555,2017-03-27,807519,Georgia,0,3,3
142013,2016-08-20,634766,California,1,2,3
6998,2014-02-21,109154,Illinois,0,3,3
141629,2016-08-18,633107,Pennsylvania,0,3,3
92585,2015-10-01,424033,Georgia,0,3,3
141850,2016-08-19,634364,Michigan,0,3,3
62869,2015-03-28,314031,Virginia,0,3,3
92730,2015-10-02,424693,Oregon,2,1,3
20166,2014-06-04,142755,South Carolina,1,2,3
62840,2015-03-27,313656,Massachusetts,1,2,3
92769,2015-10-03,424897,District of Columbia,1,2,3
62812,2015-03-27,313465,Missouri,2,1,3
92783,2015-10-03,425869,Louisiana,0,3,3
179484,2017-04-02,810231,Wisconsin,0,3,3
141754,2016-08-19,633622,Virginia,1,2,3
179538,2017-04-02,809911,California,1,2,3
92817,2015-10-03,424705,Tennessee,3,0,3
179570,2017-04-02,810048,California,0,3,3
62664,2015-03-26,313535,Florida,0,3,3
62658,2015-03-26,313714,Pennsylvania,2,1,3
141656,2016-08-18,632563,Texas,0,3,3
92924,2015-10-04,425746,California,2,1,3
141631,2016-08-18,633065,Texas,3,0,3
62558,2015-03-25,314419,Oklahoma,3,0,3
179405,2017-04-01,810405,Texas,0,3,3
179397,2017-04-01,809689,Oklahoma,2,1,3
230715,2018-01-31,1040805,Texas,1,2,3
141952,2016-08-20,634775,New Jersey,0,3,3
63159,2015-03-30,315724,Louisiana,0,3,3
63140,2015-03-29,315881,Missouri,2,1,3
92586,2015-10-01,424278,Ohio,1,2,3
179054,2017-03-30,807523,South Carolina,2,1,3
63080,2015-03-29,315054,California,1,2,3
63061,2015-03-29,315187,Texas,1,2,3
63052,2015-03-29,315093,California,0,3,3
141953,2016-08-20,635305,Ohio,3,0,3
179192,2017-03-31,808491,South Carolina,0,3,3
141881,2016-08-20,634489,Illinois,0,3,3
179219,2017-03-31,809037,Texas,1,2,3
92693,2015-10-02,424878,Oklahoma,0,3,3
63009,2015-03-28,314973,New Hampshire,3,0,3
63008,2015-03-28,314316,Washington,2,1,3
63005,2015-03-28,314805,Texas,2,1,3
62977,2015-03-28,314009,Tennessee,0,3,3
6970,2014-02-21,109932,Arkansas,0,3,3
92712,2015-10-02,424559,Nevada,3,0,3
181474,2017-04-12,818411,Texas,0,3,3
93789,2015-10-10,429220,Florida,0,3,3
61183,2015-03-16,307543,Illinois,2,1,3
60013,2015-03-08,303617,Florida,0,3,3
183482,2017-04-23,827568,Florida,1,2,3
183501,2017-04-23,826789,Florida,1,2,3
183507,2017-04-23,827515,Florida,1,2,3
94616,2015-10-16,431922,Virginia,1,2,3
20476,2014-06-06,144241,Texas,1,2,3
94620,2015-10-16,431796,Kentucky,2,1,3
60109,2015-03-08,302791,Alaska,1,2,3
139738,2016-08-07,624371,Michigan,0,3,3
139734,2016-08-07,624082,California,1,2,3
183576,2017-04-23,827658,Pennsylvania,3,0,3
139718,2016-08-07,623852,Georgia,1,2,3
230954,2018-02-01,1040759,Michigan,2,1,3
183596,2017-04-23,827645,Arizona,1,2,3
139684,2016-08-07,623533,Mississippi,0,3,3
94718,2015-10-17,432889,Tennessee,1,2,3
139666,2016-08-07,625698,Missouri,0,3,3
94734,2015-10-17,432165,Delaware,2,1,3
6544,2014-02-17,107900,California,1,2,3
60022,2015-03-08,303368,Virginia,0,3,3
60117,2015-03-08,302635,Florida,1,2,3
94612,2015-10-16,431983,Georgia,1,2,3
60124,2015-03-08,303121,New Jersey,2,1,3
60218,2015-03-09,303736,California,1,2,3
139870,2016-08-08,625414,Illinois,1,2,3
139859,2016-08-08,626008,Mississippi,1,2,3
183104,2017-04-21,826138,California,0,3,3
60271,2015-03-10,306151,Idaho,3,0,3
60267,2015-03-10,304666,Michigan,3,0,3
139858,2016-08-08,625546,New Jersey,3,0,3
183166,2017-04-21,826521,California,0,3,3
139850,2016-08-08,624791,California,2,1,3
16611,2014-05-11,134186,Mississippi,1,2,3
139756,2016-08-07,624303,Indiana,1,2,3
183285,2017-04-22,827154,New Jersey,0,3,3
139782,2016-08-07,624494,Missouri,2,1,3
60165,2015-03-09,303777,Texas,3,0,3
139773,2016-08-07,623632,Virginia,2,1,3
139769,2016-08-07,623929,Tennessee,0,3,3
183421,2017-04-22,826149,New Jersey,0,3,3
183438,2017-04-22,826501,California,1,2,3
139764,2016-08-07,624027,New York,0,3,3
94744,2015-10-17,432652,Oklahoma,2,1,3
139641,2016-08-07,624596,Michigan,0,3,3
140695,2016-08-13,628673,California,1,2,3
183717,2017-04-24,827932,Texas,1,2,3
139482,2016-08-06,622829,Arizona,0,3,3
139479,2016-08-06,624489,Missouri,0,3,3
139473,2016-08-06,622835,Pennsylvania,1,2,3
59678,2015-03-05,304386,Kansas,0,3,3
230981,2018-02-02,1041553,California,3,0,3
59659,2015-03-05,301536,Texas,0,3,3
184143,2017-04-26,829464,Missouri,3,0,3
139401,2016-08-06,623730,California,1,2,3
59625,2015-03-04,300891,Georgia,1,2,3
238363,2018-03-23,1076528,California,0,3,3
11431,2014-04-01,121280,Virginia,1,2,3
94915,2015-10-18,432477,Connecticut,0,3,3
139351,2016-08-05,622749,Illinois,0,3,3
6476,2014-02-16,183975,Washington,2,1,3
59499,2015-03-03,300868,Florida,0,3,3
59498,2015-03-03,300880,Texas,0,3,3
231023,2018-02-02,1041668,Missouri,3,0,3
59455,2015-03-03,300530,Louisiana,2,1,3
184406,2017-04-28,832517,Massachusetts,0,3,3
6499,2014-02-17,107686,Florida,0,3,3
94863,2015-10-17,432761,Florida,1,2,3
139500,2016-08-06,622781,Iowa,1,2,3
59951,2015-03-07,303574,Missouri,0,3,3
59992,2015-03-07,302524,Florida,3,0,3
183729,2017-04-24,827984,Texas,1,2,3
387,2014-01-01,92405,New Jersey,0,3,3
238324,2018-03-22,1076345,Mississippi,0,3,3
183747,2017-04-24,827466,Georgia,3,0,3
11397,2014-04-01,120784,Iowa,2,1,3
183758,2017-04-24,828019,South Carolina,0,3,3
6527,2014-02-17,108022,California,0,3,3
183804,2017-04-24,828144,California,0,3,3
184052,2017-04-26,829705,Texas,0,3,3
94816,2015-10-17,432699,Pennsylvania,2,1,3
59922,2015-03-07,302631,California,1,2,3
139581,2016-08-07,626548,Texas,1,2,3
139577,2016-08-07,624120,District of Columbia,0,3,3
139563,2016-08-06,623282,New Jersey,1,2,3
59820,2015-03-06,304003,California,1,2,3
184014,2017-04-26,829865,Arkansas,1,2,3
94847,2015-10-17,432261,Rhode Island,0,3,3
139876,2016-08-08,624485,Missouri,3,0,3
183049,2017-04-20,825022,Missouri,3,0,3
183044,2017-04-20,825335,South Carolina,1,2,3
139891,2016-08-08,625903,Texas,1,2,3
181962,2017-04-15,821333,Pennsylvania,0,3,3
181970,2017-04-15,821025,Florida,2,1,3
181982,2017-04-15,845209,Colorado,3,0,3
182004,2017-04-15,820753,Missouri,1,2,3
182011,2017-04-15,821488,Illinois,0,3,3
61040,2015-03-15,307859,Georgia,0,3,3
182020,2017-04-15,821524,Illinois,0,3,3
238127,2018-03-21,1080884,South Dakota,0,3,3
227264,2018-01-10,1024887,California,1,2,3
61025,2015-03-15,307697,Tennessee,0,3,3
182086,2017-04-15,821598,California,0,3,3
227208,2018-01-09,1023575,North Carolina,0,3,3
93966,2015-10-11,429203,Arizona,2,1,3
20368,2014-06-05,144173,Maryland,3,0,3
182176,2017-04-16,821906,Virginia,0,3,3
94012,2015-10-11,428760,Indiana,0,3,3
60909,2015-03-14,307074,Texas,1,2,3
60897,2015-03-14,307423,Missouri,0,3,3
94018,2015-10-11,428770,South Carolina,1,2,3
93920,2015-10-11,429681,Illinois,0,3,3
93919,2015-10-11,429674,Illinois,1,2,3
61062,2015-03-15,307490,Illinois,0,3,3
61153,2015-03-16,307582,Texas,0,3,3
93806,2015-10-10,430083,Ohio,0,3,3
61174,2015-03-16,308678,Pennsylvania,0,3,3
181607,2017-04-13,819591,California,0,3,3
181640,2017-04-13,819625,Florida,1,2,3
181651,2017-04-13,819692,Connecticut,0,3,3
140667,2016-08-13,628555,Texas,0,3,3
61165,2015-03-16,308156,Missouri,3,0,3
181685,2017-04-13,819477,Illinois,0,3,3
181707,2017-04-13,819718,Kansas,3,0,3
181882,2017-04-14,820763,Alabama,1,2,3
181727,2017-04-13,820080,Mississippi,0,3,3
93839,2015-10-10,428287,Florida,2,1,3
181779,2017-04-14,820447,Missouri,0,3,3
181824,2017-04-14,820454,Georgia,2,1,3
181861,2017-04-14,820720,California,1,2,3
93908,2015-10-11,433172,Mississippi,1,2,3
230837,2018-02-01,1041642,Pennsylvania,0,3,3
181873,2017-04-14,820432,Arizona,2,1,3
227173,2018-01-09,1023559,New York,0,3,3
6686,2014-02-19,153641,Ohio,1,2,3
230866,2018-02-01,1040904,Oklahoma,2,1,3
6628,2014-02-18,107931,Illinois,0,3,3
182556,2017-04-18,823274,California,3,0,3
60682,2015-03-13,308050,Arkansas,1,2,3
140181,2016-08-10,626134,Arizona,1,2,3
182584,2017-04-18,823639,Louisiana,1,2,3
140180,2016-08-10,626666,Washington,0,3,3
20417,2014-06-06,143786,North Carolina,0,3,3
20419,2014-06-06,143317,California,0,3,3
140107,2016-08-09,626165,New Jersey,1,2,3
140055,2016-08-09,625617,Kentucky,2,1,3
60691,2015-03-13,306271,Florida,0,3,3
94364,2015-10-14,430932,Delaware,0,3,3
60459,2015-03-11,304897,Missouri,1,2,3
94391,2015-10-14,430295,Tennessee,0,3,3
182903,2017-04-20,825280,Georgia,0,3,3
60424,2015-03-11,304547,Texas,3,0,3
182922,2017-04-20,846305,North Carolina,0,3,3
182952,2017-04-20,825863,Tennessee,1,2,3
182991,2017-04-20,825633,Florida,3,0,3
94198,2015-10-13,430718,North Carolina,0,3,3
182505,2017-04-17,822114,Pennsylvania,0,3,3
60856,2015-03-14,307097,Tennessee,0,3,3
60798,2015-03-13,306700,Ohio,2,1,3
94044,2015-10-12,429042,New York,1,2,3
182291,2017-04-16,821964,District of Columbia,0,3,3
94071,2015-10-12,429258,Florida,0,3,3
140283,2016-08-11,627743,Virginia,1,2,3
6675,2014-02-19,109468,New York,0,3,3
60806,2015-03-13,306756,New York,1,2,3
140279,2016-08-10,626183,North Carolina,0,3,3
182360,2017-04-16,822321,Florida,0,3,3
182389,2017-04-17,822853,Delaware,0,3,3
6656,2014-02-18,108243,Florida,3,0,3
182396,2017-04-17,822128,Texas,2,1,3
60783,2015-03-13,307121,Oregon,0,3,3
6666,2014-02-18,108104,Virginia,0,3,3
60769,2015-03-13,307989,Alabama,1,2,3
140230,2016-08-10,626108,Ohio,3,0,3
140213,2016-08-10,625854,Arkansas,1,2,3
182484,2017-04-17,822053,Ohio,2,1,3
94169,2015-10-13,434806,Illinois,0,3,3
188475,2017-05-21,848558,Oklahoma,0,3,3
136733,2016-07-22,610214,New Jersey,1,2,3
188480,2017-05-21,848469,Illinois,0,3,3
195584,2017-06-30,880506,Alabama,0,3,3
100164,2015-11-22,453357,South Carolina,1,2,3
195272,2017-06-28,878038,Louisiana,0,3,3
133429,2016-07-02,593322,Illinois,3,0,3
195349,2017-06-28,879139,California,0,3,3
100217,2015-11-23,455051,Arkansas,0,3,3
133345,2016-07-01,593844,Arizona,3,0,3
50399,2014-12-18,269968,Arkansas,0,3,3
195400,2017-06-29,878414,Maryland,0,3,3
21545,2014-06-14,146641,Illinois,3,0,3
195458,2017-06-29,879209,South Carolina,2,1,3
133306,2016-07-01,593882,Mississippi,2,1,3
133290,2016-07-01,593440,California,0,3,3
195487,2017-06-29,879019,Nevada,1,2,3
133277,2016-07-01,592824,New York,0,3,3
12230,2014-04-07,123151,Illinois,0,3,3
195532,2017-06-29,878898,Tennessee,0,3,3
133228,2016-06-30,592746,Alabama,0,3,3
195557,2017-06-29,878601,Texas,2,1,3
50250,2014-12-17,267829,Arkansas,3,0,3
195203,2017-06-28,877903,Alabama,1,2,3
100160,2015-11-22,452068,Nevada,1,2,3
50502,2014-12-19,266293,Virginia,0,3,3
133545,2016-07-02,593690,Indiana,2,1,3
12191,2014-04-07,123362,Texas,2,1,3
133578,2016-07-02,594887,Georgia,0,3,3
100074,2015-11-22,455709,Iowa,2,1,3
194933,2017-06-26,876290,Tennessee,1,2,3
194942,2017-06-26,875981,South Carolina,2,1,3
238983,2018-03-26,1078200,Illinois,0,3,3
50642,2014-12-20,266063,New York,3,0,3
133555,2016-07-02,594320,Missouri,0,3,3
50593,2014-12-20,266468,Missouri,1,2,3
133460,2016-07-02,593662,Rhode Island,0,3,3
234468,2018-02-25,1057931,California,2,1,3
234459,2018-02-25,1056854,Arizona,1,2,3
133506,2016-07-02,593749,Ohio,2,1,3
100127,2015-11-22,452648,Minnesota,2,1,3
195080,2017-06-27,877435,Illinois,0,3,3
195085,2017-06-27,877890,North Carolina,1,2,3
195112,2017-06-27,877518,Georgia,3,0,3
133474,2016-07-02,593627,Florida,0,3,3
195563,2017-06-29,878443,Tennessee,0,3,3
50248,2014-12-17,264710,California,1,2,3
100800,2015-11-27,454802,New Jersey,0,3,3
5202,2014-02-04,104390,South Carolina,0,3,3
132897,2016-06-28,591751,Idaho,1,2,3
100622,2015-11-26,454416,Michigan,3,0,3
132886,2016-06-28,591237,Texas,3,0,3
100645,2015-11-26,453697,Alabama,2,1,3
49851,2014-12-14,264405,Missouri,0,3,3
195964,2017-07-02,881179,Missouri,0,3,3
195985,2017-07-02,880625,Illinois,2,1,3
100686,2015-11-26,453527,Texas,0,3,3
195993,2017-07-02,882138,New Jersey,0,3,3
5139,2014-02-04,162929,Florida,1,2,3
196014,2017-07-02,881429,Illinois,0,3,3
196022,2017-07-02,881496,Georgia,1,2,3
132843,2016-06-28,590544,Michigan,0,3,3
132810,2016-06-27,590351,Illinois,0,3,3
196044,2017-07-02,881682,Massachusetts,0,3,3
196048,2017-07-02,880578,Alabama,1,2,3
49748,2014-12-13,263087,California,0,3,3
49726,2014-12-13,263155,Illinois,0,3,3
196088,2017-07-02,881273,Louisiana,0,3,3
195891,2017-07-02,881409,Tennessee,1,2,3
132898,2016-06-28,592644,Rhode Island,0,3,3
226238,2018-01-03,1020537,Texas,2,1,3
50064,2014-12-15,263532,Texas,0,3,3
195604,2017-06-30,879512,Maryland,0,3,3
5199,2014-02-04,103955,Tennessee,0,3,3
100332,2015-11-24,453062,California,1,2,3
133211,2016-06-30,592977,Arkansas,0,3,3
133207,2016-06-30,592982,Missouri,2,1,3
195678,2017-06-30,880112,Illinois,3,0,3
50134,2014-12-16,264670,South Carolina,0,3,3
133158,2016-06-30,596007,Colorado,2,1,3
15918,2014-05-06,211531,South Carolina,0,3,3
132924,2016-06-28,590780,Maryland,0,3,3
195765,2017-07-01,880477,Florida,0,3,3
133030,2016-06-29,591701,Michigan,1,2,3
133006,2016-06-29,591591,Georgia,0,3,3
1652,2014-01-11,95487,Texas,2,1,3
49954,2014-12-15,264453,New York,1,2,3
195822,2017-07-01,880825,New Jersey,0,3,3
132959,2016-06-28,590627,Florida,2,1,3
5161,2014-02-04,104523,Tennessee,0,3,3
133616,2016-07-03,593977,Minnesota,1,2,3
50725,2014-12-21,267278,North Carolina,0,3,3
50765,2014-12-21,266756,Nebraska,2,1,3
12185,2014-04-07,123036,Illinois,1,2,3
51482,2014-12-27,269601,North Carolina,0,3,3
193991,2017-06-20,871988,Illinois,1,2,3
51440,2014-12-27,269823,Pennsylvania,0,3,3
51410,2014-12-26,269658,North Carolina,1,2,3
134036,2016-07-05,595544,Illinois,0,3,3
231602,2018-02-06,1044829,Indiana,0,3,3
134009,2016-07-05,595896,Missouri,3,0,3
134003,2016-07-05,595475,Illinois,1,2,3
51345,2014-12-26,270680,North Carolina,1,2,3
194143,2017-06-21,872982,Illinois,0,3,3
51303,2014-12-26,269923,Louisiana,1,2,3
51283,2014-12-25,268872,Florida,3,0,3
133955,2016-07-04,594931,West Virginia,1,2,3
194175,2017-06-21,873814,Illinois,0,3,3
194177,2017-06-21,871965,Ohio,0,3,3
51270,2014-12-25,270662,Oklahoma,0,3,3
51263,2014-12-25,269147,Florida,1,2,3
51252,2014-12-25,269310,Massachusetts,0,3,3
51244,2014-12-25,269368,New York,0,3,3
51488,2014-12-27,270105,Alabama,1,2,3
193964,2017-06-20,872913,Louisiana,0,3,3
51494,2014-12-27,270122,Alabama,1,2,3
99470,2015-11-17,449266,Texas,0,3,3
51742,2014-12-28,270352,Texas,1,2,3
134199,2016-07-06,597032,California,0,3,3
193677,2017-06-19,872716,Idaho,3,0,3
193690,2017-06-19,870820,Tennessee,1,2,3
193710,2017-06-19,870995,Pennsylvania,1,2,3
51673,2014-12-28,270346,District of Columbia,0,3,3
51644,2014-12-28,270418,Illinois,2,1,3
21392,2014-06-13,145880,Illinois,0,3,3
51639,2014-12-28,270972,Texas,3,0,3
134067,2016-07-05,595678,Massachusetts,0,3,3
51635,2014-12-28,270002,Ohio,0,3,3
193786,2017-06-19,870607,Minnesota,0,3,3
21396,2014-06-13,146822,New York,0,3,3
99509,2015-11-17,449100,Pennsylvania,0,3,3
51558,2014-12-27,270639,Texas,1,2,3
99532,2015-11-18,450143,Virginia,1,2,3
134107,2016-07-05,595387,New York,0,3,3
24231,2014-07-02,155297,Missouri,0,3,3
194233,2017-06-22,873444,Tennessee,2,1,3
12136,2014-04-06,123844,Virginia,0,3,3
99694,2015-11-19,450729,Kentucky,3,0,3
194743,2017-06-25,875880,Louisiana,0,3,3
50918,2014-12-22,267540,Ohio,2,1,3
50883,2014-12-22,269493,Minnesota,0,3,3
133719,2016-07-03,593935,North Carolina,1,2,3
194707,2017-06-25,875235,New York,0,3,3
15982,2014-05-06,132526,District of Columbia,0,3,3
238941,2018-03-26,1078659,Florida,0,3,3
194736,2017-06-25,876427,Nevada,2,1,3
194740,2017-06-25,875479,Michigan,0,3,3
194748,2017-06-25,875959,Georgia,2,1,3
194617,2017-06-24,874660,Minnesota,0,3,3
133704,2016-07-03,594189,Pennsylvania,0,3,3
194754,2017-06-25,876537,Louisiana,0,3,3
194760,2017-06-25,875561,Indiana,0,3,3
133701,2016-07-03,593962,Oklahoma,1,2,3
100022,2015-11-21,452920,Missouri,3,0,3
100027,2015-11-21,451483,Missouri,3,0,3
100043,2015-11-21,451705,California,1,2,3
194838,2017-06-25,875381,Ohio,1,2,3
194619,2017-06-24,874897,North Carolina,0,3,3
231647,2018-02-06,1045091,Alabama,0,3,3
194299,2017-06-22,873513,Florida,0,3,3
133822,2016-07-04,595346,Tennessee,1,2,3
194303,2017-06-22,873587,West Virginia,2,1,3
51147,2014-12-24,269280,Florida,0,3,3
5348,2014-02-06,104666,Georgia,3,0,3
194322,2017-06-22,873468,Tennessee,2,1,3
133876,2016-07-04,594868,Nevada,0,3,3
99840,2015-11-20,497840,California,1,2,3
194377,2017-06-23,874621,Georgia,0,3,3
133825,2016-07-04,595002,Missouri,2,1,3
194425,2017-06-23,874206,Kentucky,2,1,3
194607,2017-06-24,875142,Nevada,0,3,3
194517,2017-06-24,875311,Illinois,0,3,3
50992,2014-12-23,268867,Mississippi,1,2,3
50979,2014-12-23,267986,North Carolina,0,3,3
133775,2016-07-04,595552,California,1,2,3
238890,2018-03-26,1078144,Texas,2,1,3
12160,2014-04-06,122656,Connecticut,0,3,3
50960,2014-12-22,267276,Nevada,0,3,3
133765,2016-07-04,595490,Arizona,1,2,3
196130,2017-07-03,882816,North Carolina,0,3,3
196202,2017-07-03,882183,Michigan,0,3,3
193631,2017-06-18,870660,Illinois,0,3,3
47946,2014-11-28,225860,Virginia,0,3,3
231866,2018-02-08,1045650,California,1,2,3
315,2014-01-01,94194,Alabama,0,3,3
197749,2017-07-11,888146,Missouri,0,3,3
48117,2014-11-29,225983,Florida,0,3,3
48106,2014-11-29,226069,Nebraska,0,3,3
131783,2016-06-21,586159,Florida,0,3,3
131768,2016-06-21,585265,Virginia,1,2,3
48044,2014-11-29,225924,Texas,1,2,3
197857,2017-07-12,889654,New Jersey,0,3,3
101730,2015-12-04,459135,North Carolina,3,0,3
239241,2018-03-28,1080524,South Carolina,0,3,3
131755,2016-06-21,586698,California,1,2,3
131749,2016-06-21,585640,Connecticut,2,1,3
47991,2014-11-28,225568,Illinois,1,2,3
47981,2014-11-28,225936,Missouri,1,2,3
197976,2017-07-13,889640,Pennsylvania,0,3,3
197982,2017-07-13,889765,Ohio,0,3,3
131740,2016-06-21,585431,Pennsylvania,0,3,3
101810,2015-12-05,460593,California,1,2,3
48158,2014-11-30,226200,California,0,3,3
48164,2014-11-30,226511,New Jersey,1,2,3
197638,2017-07-11,888689,Virginia,0,3,3
197450,2017-07-09,886831,Illinois,0,3,3
197410,2017-07-09,887007,New York,2,1,3
234309,2018-02-24,1056378,California,1,2,3
101589,2015-12-03,458718,Michigan,2,1,3
1672,2014-01-11,98285,Wisconsin,0,3,3
231855,2018-02-08,1046654,Missouri,1,2,3
48320,2014-12-01,226938,Oklahoma,1,2,3
197441,2017-07-09,886532,New York,0,3,3
197442,2017-07-09,886823,Illinois,0,3,3
48302,2014-12-01,226718,Michigan,2,1,3
48169,2014-11-30,226451,North Carolina,3,0,3
48258,2014-11-30,226289,Oregon,0,3,3
197511,2017-07-10,887667,Nevada,3,0,3
48245,2014-11-30,266909,Michigan,0,3,3
239201,2018-03-28,1080536,South Carolina,1,2,3
48221,2014-11-30,226960,Pennsylvania,0,3,3
101655,2015-12-03,458543,District of Columbia,0,3,3
101656,2015-12-03,458560,Florida,1,2,3
48192,2014-11-30,226625,North Carolina,3,0,3
4885,2014-02-02,103328,Illinois,3,0,3
4883,2014-02-02,103900,Maryland,0,3,3
49614,2014-12-12,262449,Connecticut,0,3,3
198010,2017-07-13,889854,Missouri,0,3,3
198478,2017-07-15,890790,California,0,3,3
131487,2016-06-19,584212,Florida,1,2,3
15755,2014-05-04,132032,California,0,3,3
198530,2017-07-16,891276,Kentucky,0,3,3
198542,2017-07-16,891426,Missouri,0,3,3
234290,2018-02-24,1056455,Ohio,0,3,3
198552,2017-07-16,891373,Missouri,1,2,3
21848,2014-06-16,146796,Illinois,0,3,3
102080,2015-12-06,459981,Illinois,0,3,3
234288,2018-02-24,1056358,Kentucky,0,3,3
198609,2017-07-16,891587,Indiana,3,0,3
131395,2016-06-19,584187,New Jersey,0,3,3
47497,2014-11-23,274454,Texas,1,2,3
47488,2014-11-23,260071,California,2,1,3
47484,2014-11-23,224815,Virginia,0,3,3
198699,2017-07-17,892777,Florida,0,3,3
47469,2014-11-23,224105,Texas,1,2,3
21870,2014-06-16,149546,Louisiana,0,3,3
15732,2014-05-04,131810,South Carolina,0,3,3
47644,2014-11-25,225564,Ohio,1,2,3
102005,2015-12-06,460509,Nevada,1,2,3
226026,2018-01-01,1019146,California,0,3,3
12445,2014-04-09,123974,New Jersey,1,2,3
15776,2014-05-04,132013,California,1,2,3
47918,2014-11-27,225560,Oregon,2,1,3
131695,2016-06-21,585364,Tennessee,2,1,3
198154,2017-07-14,890585,Illinois,1,2,3
101821,2015-12-05,471627,Ohio,0,3,3
131678,2016-06-20,584248,Florida,1,2,3
101845,2015-12-05,459964,Texas,1,2,3
198197,2017-07-14,890621,Texas,0,3,3
131653,2016-06-20,585496,Indiana,0,3,3
21833,2014-06-16,146887,Indiana,1,2,3
131651,2016-06-20,586470,Florida,0,3,3
47770,2014-11-26,225071,Missouri,1,2,3
101913,2015-12-05,460310,Georgia,0,3,3
131579,2016-06-20,585327,Florida,0,3,3
131559,2016-06-20,584283,Maryland,0,3,3
131546,2016-06-20,583856,Illinois,0,3,3
21829,2014-06-16,146895,Texas,0,3,3
101954,2015-12-05,459901,North Carolina,1,2,3
48396,2014-12-02,227103,Georgia,1,2,3
101577,2015-12-03,458549,New York,2,1,3
21749,2014-06-15,146836,District of Columbia,1,2,3
48438,2014-12-02,227195,Illinois,2,1,3
5079,2014-02-03,103451,Florida,1,2,3
196419,2017-07-04,883767,Pennsylvania,1,2,3
49324,2014-12-10,261633,Colorado,3,0,3
196457,2017-07-04,884091,South Carolina,0,3,3
12320,2014-04-08,124759,Alabama,0,3,3
132521,2016-06-26,588854,Illinois,0,3,3
196519,2017-07-05,883578,Indiana,0,3,3
196520,2017-07-05,882961,New York,2,1,3
196544,2017-07-05,883353,Florida,2,1,3
231768,2018-02-07,1045259,Connecticut,0,3,3
196558,2017-07-05,884196,Arizona,0,3,3
12331,2014-04-08,124558,Arkansas,3,0,3
132474,2016-06-26,588789,Kentucky,1,2,3
196629,2017-07-05,883400,New York,2,1,3
100989,2015-11-29,455496,Pennsylvania,3,0,3
196660,2017-07-05,883642,Missouri,1,2,3
132421,2016-06-25,587765,California,1,2,3
196703,2017-07-05,883204,Illinois,1,2,3
231785,2018-02-07,1044795,Alabama,0,3,3
49353,2014-12-10,262029,Mississippi,3,0,3
132571,2016-06-26,588451,Illinois,1,2,3
132585,2016-06-26,589572,New York,0,3,3
196251,2017-07-03,882307,Florida,1,2,3
49607,2014-12-12,262098,Georgia,0,3,3
196214,2017-07-03,881731,Alabama,1,2,3
132652,2016-06-26,589412,California,1,2,3
49579,2014-12-12,262697,California,0,3,3
196225,2017-07-03,882446,Arkansas,0,3,3
196230,2017-07-03,882483,New Jersey,0,3,3
100818,2015-11-27,454516,District of Columbia,0,3,3
196243,2017-07-03,882408,Massachusetts,0,3,3
196255,2017-07-03,882119,Louisiana,2,1,3
132595,2016-06-26,588986,Nevada,1,2,3
132638,2016-06-26,589322,Nebraska,2,1,3
49555,2014-12-12,263370,Texas,1,2,3
49553,2014-12-12,263710,Texas,1,2,3
132619,2016-06-26,589356,Tennessee,1,2,3
49496,2014-12-11,261869,Georgia,0,3,3
196328,2017-07-04,883939,California,0,3,3
231749,2018-02-07,1045068,North Carolina,0,3,3
226188,2018-01-02,1020795,Texas,1,2,3
21690,2014-06-15,147875,Missouri,0,3,3
324,2014-01-01,92479,Florida,0,3,3
132374,2016-06-25,589219,Oklahoma,1,2,3
4972,2014-02-03,103447,Florida,0,3,3
48664,2014-12-04,259548,Missouri,1,2,3
48662,2014-12-04,248881,Florida,3,0,3
132178,2016-06-24,589336,Mississippi,1,2,3
132165,2016-06-24,588089,New Jersey,0,3,3
101388,2015-12-01,456875,Illinois,0,3,3
132148,2016-06-24,587690,Pennsylvania,3,0,3
197235,2017-07-08,885946,South Carolina,0,3,3
197238,2017-07-08,886250,Illinois,0,3,3
197277,2017-07-09,886902,New Jersey,0,3,3
197165,2017-07-08,886245,Illinois,0,3,3
197293,2017-07-09,886955,North Carolina,0,3,3
321,2014-01-01,92328,Arizona,3,0,3
48544,2014-12-03,227549,Pennsylvania,0,3,3
101520,2015-12-02,458098,Texas,1,2,3
48461,2014-12-02,227422,Michigan,0,3,3
4958,2014-02-02,103588,Kansas,1,2,3
197348,2017-07-09,886241,New York,0,3,3
234311,2018-02-24,1056808,District of Columbia,0,3,3
197195,2017-07-08,886162,Iowa,0,3,3
48680,2014-12-04,261048,Alabama,3,0,3
132338,2016-06-25,588237,Kentucky,3,0,3
197005,2017-07-07,886166,Texas,2,1,3
196817,2017-07-06,891058,Texas,0,3,3
48923,2014-12-06,260539,Florida,3,0,3
196837,2017-07-06,884842,Missouri,0,3,3
132336,2016-06-25,591613,Ohio,0,3,3
